Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kuala Lumpur,PM2.5 - Principal,2024-03-02 02:00 PM,2024,03,02,14,8.8,49,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 03:00 PM,2024,03,02,15,7.4,41,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 04:00 PM,2024,03,02,16,13.2,59,Moderate,19.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 05:00 PM,2024,03,02,17,17.6,67,Moderate,22.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 06:00 PM,2024,03,02,18,18.8,69,Moderate,20.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 07:00 PM,2024,03,02,19,12.9,58,Moderate,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 08:00 PM,2024,03,02,20,11.9,56,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 09:00 PM,2024,03,02,21,8.9,49,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 10:00 PM,2024,03,02,22,6.4,36,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-02 11:00 PM,2024,03,02,23,4.2,23,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 12:00 AM,2024,03,03,00,3.6,20,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 01:00 AM,2024,03,03,01,3.8,21,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 02:00 AM,2024,03,03,02,4.4,24,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 03:00 AM,2024,03,03,03,4.7,26,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 04:00 AM,2024,03,03,04,4.8,27,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 05:00 AM,2024,03,03,05,4.4,24,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 06:00 AM,2024,03,03,06,4.2,23,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 07:00 AM,2024,03,03,07,4.1,23,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 08:00 AM,2024,03,03,08,3.0,17,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 09:00 AM,2024,03,03,09,4.0,22,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 10:00 AM,2024,03,03,10,5.5,31,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 11:00 AM,2024,03,03,11,5.7,32,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 12:00 PM,2024,03,03,12,4.8,27,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 01:00 PM,2024,03,03,13,3.4,19,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 02:00 PM,2024,03,03,14,2.7,15,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 03:00 PM,2024,03,03,15,2.3,13,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 04:00 PM,2024,03,03,16,2.1,12,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 05:00 PM,2024,03,03,17,3.5,19,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 06:00 PM,2024,03,03,18,3.2,18,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 07:00 PM,2024,03,03,19,3.1,17,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 08:00 PM,2024,03,03,20,3.5,19,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 09:00 PM,2024,03,03,21,5.2,29,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 10:00 PM,2024,03,03,22,6.1,34,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-03 11:00 PM,2024,03,03,23,6.0,33,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 12:00 AM,2024,03,04,00,7.5,42,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 01:00 AM,2024,03,04,01,8.2,46,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 02:00 AM,2024,03,04,02,7.1,39,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 03:00 AM,2024,03,04,03,5.5,31,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 04:00 AM,2024,03,04,04,4.7,26,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 05:00 AM,2024,03,04,05,3.8,21,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 06:00 AM,2024,03,04,06,5.9,33,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 07:00 AM,2024,03,04,07,5.9,33,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 08:00 AM,2024,03,04,08,7.4,41,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 09:00 AM,2024,03,04,09,6.7,37,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 10:00 AM,2024,03,04,10,15.3,63,Moderate,24.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 11:00 AM,2024,03,04,11,15.3,63,Moderate,-999.0,UG/M3,1 Hr,Missing
Kuala Lumpur,PM2.5 - Principal,2024-03-04 12:00 PM,2024,03,04,12,10.4,53,Moderate,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 01:00 PM,2024,03,04,13,8.4,47,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 02:00 PM,2024,03,04,14,7.1,39,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 03:00 PM,2024,03,04,15,7.0,39,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 04:00 PM,2024,03,04,16,7.0,39,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 05:00 PM,2024,03,04,17,6.0,33,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 06:00 PM,2024,03,04,18,13.5,59,Moderate,21.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 07:00 PM,2024,03,04,19,15.7,63,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 08:00 PM,2024,03,04,20,17.8,67,Moderate,20.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 09:00 PM,2024,03,04,21,18.9,69,Moderate,20.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 10:00 PM,2024,03,04,22,20.4,72,Moderate,22.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-04 11:00 PM,2024,03,04,23,22.2,75,Moderate,24.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 12:00 AM,2024,03,05,00,19.6,71,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 01:00 AM,2024,03,05,01,18.8,69,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 02:00 AM,2024,03,05,02,17.4,66,Moderate,16.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 03:00 AM,2024,03,05,03,17.7,67,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 04:00 AM,2024,03,05,04,19.8,71,Moderate,22.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 05:00 AM,2024,03,05,05,17.2,66,Moderate,14.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 06:00 AM,2024,03,05,06,15.2,62,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 07:00 AM,2024,03,05,07,14.1,60,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 08:00 AM,2024,03,05,08,14.1,60,Moderate,-999.0,UG/M3,1 Hr,Missing
Kuala Lumpur,PM2.5 - Principal,2024-03-05 09:00 AM,2024,03,05,09,19.5,70,Moderate,23.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 10:00 AM,2024,03,05,10,26.2,83,Moderate,31.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 11:00 AM,2024,03,05,11,21.8,75,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 12:00 PM,2024,03,05,12,16.2,64,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 01:00 PM,2024,03,05,13,13.5,59,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 02:00 PM,2024,03,05,14,11.2,55,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 03:00 PM,2024,03,05,15,13.6,59,Moderate,16.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 04:00 PM,2024,03,05,16,9.3,51,Moderate,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 05:00 PM,2024,03,05,17,8.6,48,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 06:00 PM,2024,03,05,18,9.3,51,Moderate,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 07:00 PM,2024,03,05,19,9.1,51,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 08:00 PM,2024,03,05,20,8.0,44,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 09:00 PM,2024,03,05,21,8.0,44,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 10:00 PM,2024,03,05,22,6.5,36,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-05 11:00 PM,2024,03,05,23,5.2,29,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 12:00 AM,2024,03,06,00,5.6,31,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 01:00 AM,2024,03,06,01,6.3,35,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 02:00 AM,2024,03,06,02,5.6,31,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 03:00 AM,2024,03,06,03,5.3,29,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 04:00 AM,2024,03,06,04,4.1,23,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 05:00 AM,2024,03,06,05,2.5,14,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 06:00 AM,2024,03,06,06,2.2,12,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 07:00 AM,2024,03,06,07,1.6,9,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 08:00 AM,2024,03,06,08,1.8,10,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 09:00 AM,2024,03,06,09,1.4,8,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 10:00 AM,2024,03,06,10,2.2,12,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 11:00 AM,2024,03,06,11,5.1,28,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 12:00 PM,2024,03,06,12,8.0,44,Good,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 01:00 PM,2024,03,06,13,10.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 02:00 PM,2024,03,06,14,11.0,55,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 03:00 PM,2024,03,06,15,12.0,56,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 04:00 PM,2024,03,06,16,15.0,62,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 05:00 PM,2024,03,06,17,14.5,61,Moderate,14.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 06:00 PM,2024,03,06,18,12.2,57,Moderate,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 07:00 PM,2024,03,06,19,9.6,52,Moderate,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 08:00 PM,2024,03,06,20,8.8,49,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 09:00 PM,2024,03,06,21,7.9,44,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 10:00 PM,2024,03,06,22,9.9,52,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-06 11:00 PM,2024,03,06,23,11.4,55,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 12:00 AM,2024,03,07,00,14.2,61,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 01:00 AM,2024,03,07,01,10.1,53,Moderate,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 02:00 AM,2024,03,07,02,11.5,55,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 03:00 AM,2024,03,07,03,11.2,55,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 04:00 AM,2024,03,07,04,10.1,53,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 05:00 AM,2024,03,07,05,8.0,44,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 06:00 AM,2024,03,07,06,6.5,36,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 07:00 AM,2024,03,07,07,7.2,40,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 08:00 AM,2024,03,07,08,5.6,31,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 09:00 AM,2024,03,07,09,4.8,27,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 10:00 AM,2024,03,07,10,4.9,27,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 11:00 AM,2024,03,07,11,5.9,33,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 12:00 PM,2024,03,07,12,5.4,30,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 01:00 PM,2024,03,07,13,9.2,51,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 02:00 PM,2024,03,07,14,14.6,61,Moderate,20.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 03:00 PM,2024,03,07,15,18.3,68,Moderate,22.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 04:00 PM,2024,03,07,16,17.6,67,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 05:00 PM,2024,03,07,17,17.3,66,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 06:00 PM,2024,03,07,18,17.6,67,Moderate,18.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 07:00 PM,2024,03,07,19,13.3,59,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 08:00 PM,2024,03,07,20,9.1,51,Moderate,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 09:00 PM,2024,03,07,21,7.0,39,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 10:00 PM,2024,03,07,22,5.0,28,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-07 11:00 PM,2024,03,07,23,4.5,25,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 12:00 AM,2024,03,08,00,3.7,21,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 01:00 AM,2024,03,08,01,4.3,24,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 02:00 AM,2024,03,08,02,5.1,28,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 03:00 AM,2024,03,08,03,4.5,25,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 04:00 AM,2024,03,08,04,4.2,23,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 05:00 AM,2024,03,08,05,4.1,23,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 06:00 AM,2024,03,08,06,4.5,25,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 07:00 AM,2024,03,08,07,5.2,29,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 08:00 AM,2024,03,08,08,5.6,31,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 09:00 AM,2024,03,08,09,4.3,24,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 10:00 AM,2024,03,08,10,6.6,37,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 11:00 AM,2024,03,08,11,5.8,32,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 12:00 PM,2024,03,08,12,4.4,24,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 01:00 PM,2024,03,08,13,3.7,21,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 02:00 PM,2024,03,08,14,6.8,38,Good,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 03:00 PM,2024,03,08,15,11.9,56,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 04:00 PM,2024,03,08,16,11.9,56,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 05:00 PM,2024,03,08,17,10.4,53,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 06:00 PM,2024,03,08,18,8.2,46,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 07:00 PM,2024,03,08,19,8.1,45,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 08:00 PM,2024,03,08,20,7.5,42,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 09:00 PM,2024,03,08,21,6.7,37,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 10:00 PM,2024,03,08,22,8.3,46,Good,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-08 11:00 PM,2024,03,08,23,9.1,51,Moderate,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 12:00 AM,2024,03,09,00,9.0,50,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 01:00 AM,2024,03,09,01,10.0,53,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 02:00 AM,2024,03,09,02,8.0,44,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 03:00 AM,2024,03,09,03,6.5,36,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 04:00 AM,2024,03,09,04,6.2,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 05:00 AM,2024,03,09,05,6.1,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 06:00 AM,2024,03,09,06,6.5,36,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 07:00 AM,2024,03,09,07,6.2,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 08:00 AM,2024,03,09,08,6.1,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 09:00 AM,2024,03,09,09,7.5,42,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 10:00 AM,2024,03,09,10,8.7,48,Good,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 11:00 AM,2024,03,09,11,10.8,54,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 12:00 PM,2024,03,09,12,10.8,54,Moderate,-999.0,UG/M3,1 Hr,Missing
Kuala Lumpur,PM2.5 - Principal,2024-03-09 01:00 PM,2024,03,09,13,10.9,54,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 02:00 PM,2024,03,09,14,10.9,54,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 03:00 PM,2024,03,09,15,13.6,59,Moderate,16.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 04:00 PM,2024,03,09,16,15.3,63,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 05:00 PM,2024,03,09,17,17.2,66,Moderate,19.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 06:00 PM,2024,03,09,18,20.1,71,Moderate,23.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 07:00 PM,2024,03,09,19,22.5,76,Moderate,25.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 08:00 PM,2024,03,09,20,26.8,84,Moderate,31.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 09:00 PM,2024,03,09,21,25.4,81,Moderate,24.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-09 10:00 PM,2024,03,09,22,25.4,81,Moderate,-999.0,UG/M3,1 Hr,Missing
Kuala Lumpur,PM2.5 - Principal,2024-03-09 11:00 PM,2024,03,09,23,19.8,71,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 12:00 AM,2024,03,10,00,21.6,74,Moderate,23.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 01:00 AM,2024,03,10,01,18.6,69,Moderate,16.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 02:00 AM,2024,03,10,02,13.6,59,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 03:00 AM,2024,03,10,03,9.2,51,Moderate,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 04:00 AM,2024,03,10,04,6.1,34,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 05:00 AM,2024,03,10,05,4.5,25,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 06:00 AM,2024,03,10,06,4.2,23,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 07:00 AM,2024,03,10,07,5.6,31,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 08:00 AM,2024,03,10,08,5.3,29,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-03-10 09:00 AM,2024,03,10,09,6.6,37,Good,8.0,UG/M3,1 Hr,Valid
